artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,release_date,popularity
Tay-K,TRAPMAN,TRAPMAN,6mecZbKK3JDeMdFRNxsCV5,0.792,0.594,2,-8.544,1,0.3,0,0.244,0.351,82.512,232803,4,2020-07-12,43.0
Lil Wyte,Doubt Me Now,Oxy Cotton,5PtMwNq8Dp31uYdGGacVJE,0.816,0.578,9,-6.912,1,0.233,0,0.114,0.265,148.077,193920,4,2003-03-04,61.0
Kamelen,KINGPIN SLIM,Kingpin O.G - Remix,6s8EhlBn2PIoESylkXnwYc,0.649,0.798,0,-6.45,0,0.145,0,0.409,0.717,160.011,254390,4,2019-11-29,22.0
Waka Flocka Flame,Flockaveli,Grove St. Party (feat. Kebo Gotti),2e9EZ2V5QGGZPMJacO3y0Y,0.705,0.702,0,-4.783,0,0.108,0,0.364,0.771,140.059,250493,4,2010-10-01,62.0
Project Pat,Mista Don't Play: Everythangs Workin',Don't Save Her (feat. Crunchy Black),3ZRd5Z0fiYtASLdEPPb16m,0.838,0.793,11,-5.47,0,0.0773,1.49e-06,0.106,0.8,160.003,261933,4,2001-02-13,45.0
Waka Flocka Flame,Flockaveli,Hard in Da Paint,3XQY8kDjI8LARMIC9xkxQk,0.611,0.66,11,-5.883,1,0.0839,0,0.365,0.583,71.544,246387,4,2010-10-01,65.0
Jeezy,Let's Get It: Thug Motivation 101,Soul Survivor,0Ss50OU9tCozI7JIywkv14,0.682,0.483,10,-7.718,1,0.0451,0,0.159,0.108,84.012,280013,4,2005,66.0
Project Pat,Mista Don't Play: Everythangs Workin',Chickenhead (feat. La Chat & Three 6 Mafia),4k5xJOxoJbMW5sdkZGOezj,0.862,0.746,7,-5.729,1,0.259,0,0.142,0.882,156.12,255360,4,2001-02-13,51.0
Lil Jon & The East Side Boyz,Crunkest Hits,Throw It Up,0RGEQZt56cK8cxr2QdG4Ih,0.698,0.592,3,-3.197,1,0.093,0,0.331,0.106,145.977,372973,4,2011-03-15,53.0
Gucci Mane,The State vs. Radric Davis (Deluxe),Lemonade,6rUcS9i07F6okIe8wujs5J,0.741,0.658,7,-7.758,1,0.0853,3.43e-06,0.307,0.746,142.057,246013,4,2009-12-04,61.0
Mike Jones,Who Is Mike Jones?,Still Tippin' (feat. Slim Thug and Paul Wall),59rtiYOPgMEDf3yPEfU2la,0.86,0.861,6,-7.131,0,0.307,4.07e-05,0.113,0.79,143.184,271053,4,2005-04-19,64.0
Birdman,Like Father Like Son,Stuntin' Like My Daddy - Street,3rMyMv8EjKXoPnaRo2hdJN,0.71,0.881,5,-6.648,0,0.0398,0,0.162,0.809,160.011,267293,4,2006-01-01,58.0
Lil' Troy,Sittin' Fat Down South,Wanna Be A Baller,6lEIjrQNwJPecJ7mMXjhjo,0.871,0.648,10,-7.825,0,0.278,0,0.2,0.629,92.296,355067,4,1998,64.0
Young Buck,Straight Outta Cashville,Shorty Wanna Ride,6Y9kdB2O0h9gq9y2vclsWT,0.582,0.621,11,-6.183,0,0.283,0,0.111,0.331,179.458,261320,4,2004-01-01,58.0
Roscoe Dash,Ready Set Go!,All The Way Turnt Up,4YAtIop3U0HsJ7jE94BCmX,0.512,0.965,11,-2.862,0,0.0842,0,0.264,0.743,132.007,293720,4,2010-01-01,52.0
Big Tymers,Hood Rich,Still Fly,563vSy3HB5NHxel1VGQCW6,0.675,0.607,11,-3.538,1,0.162,8.97e-06,0.339,0.56,177.928,335613,4,2002-01-01,62.0
Waka Flocka Flame,Flockaveli,No Hands (feat. Roscoe Dash & Wale),03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,1,-6.366,1,0.0391,0,0.241,0.361,131.497,263773,4,2010-10-01,75.0
Jim Jones,Hustler's P.O.M.E. (Product Of My Environment),We Fly High,3RGyFugqjQjlL8XX0NW8dZ,0.506,0.799,1,-6.58,1,0.38,0,0.0929,0.461,120.405,236080,5,2006-11-07,56.0
Lil' Flip,U Gotta Feel Me,Game Over,79lmvU7Qmc8QpXilbSk37z,0.813,0.59,8,-8.998,1,0.378,5.07e-05,0.0809,0.602,159.961,232467,4,2004-03-30,52.0
Paul Wall,Get Money Stay True (Explicit U.S. Version),I'm Throwed (feat. Jermaine Dupri),3n5rIcC04MiNx4T2GOS06g,0.739,0.777,4,-5.7,0,0.239,0,0.134,0.756,82.01,231307,4,2007-04-02,47.0
Young Dro,Best Thang Smokin' (Explicit Version),Shoulder Lean (feat. T.I.),2OqYarizUUGzSSNHPrDEii,0.7,0.518,4,-7.191,0,0.177,0,0.1,0.542,75.973,258680,4,2006-06-27,57.0
Crime Mob,Crime Mob (U.S. PA Version),Knuck If You Buck (feat. Lil' Scrappy),0RZXNlGPvfMo54fd6uCvAT,0.865,0.844,8,-4.946,1,0.311,0,0.373,0.755,150.09,205120,4,2004-07-13,60.0
David Banner,The Greatest Story Ever Told,Get Like Me,2IBF9lQ9lgVai8LkskI5L7,0.609,0.751,1,-4.198,1,0.488,0,0.228,0.653,60.896,224547,3,2008,57.0
Boosie Badazz,Survival Of The Fittest,"Wipe Me Down (feat. Foxx, Webbie & Lil Boosie) - Remix",6D1CstH1YvzNN8cPd9ay9Q,0.836,0.906,1,-2.902,1,0.279,0,0.227,0.718,165.091,272347,4,2007-05-15,60.0
JUVENILE,400 Degreez,Back That Azz Up,6o2g1BJvtYQssH84kBYs7y,0.874,0.714,7,-6.664,1,0.129,0,0.0968,0.541,95.826,265600,4,1998-01-01,67.0
Various Artists,The Crunk Recordings: Hits From The Pioneers And Players Of Crunk,No Problem,0EgigrGFGb4PHaVNb7fgK7,0.858,0.731,1,-7.224,1,0.237,0,0.15,0.139,85.984,214213,4,2009-08-21,55.0
Nelly,Nelly Party Anthems,Grillz,6zS6zUoWh8QluIZ2lv9tWb,0.865,0.514,4,-7.251,0,0.241,0,0.255,0.822,82.987,271240,4,2020-06-26,58.0
Gucci Mane,Hard to Kill,Freaky Girl,5wTV2aPLlM3nB3GmEMiXZb,0.761,0.626,7,-2.862,1,0.0522,2.71e-05,0.121,0.663,147.019,225293,4,2006-10-10,46.0
T.I.,Trap Muzik,Rubber Band Man,5Rkbnhwkb6oiqq1HQcXirN,0.601,0.768,8,-5.712,1,0.386,0,0.482,0.634,152.45,347507,4,2003-08-18,52.0
Various Artists,Down South Slangin' Volume 44,Stuntin' Is A Habit,4zh5aVAWAKkeXTmXPkQ7uL,0.867,0.611,2,-6.483,1,0.294,0,0.559,0.575,88.27,220760,4,2007-06-01,50.0
Nelly,Nellyville,Air Force Ones,7kAFSrTIOiVZ0gnHBuAH3l,0.784,0.459,4,-9.74,0,0.317,0,0.079,0.618,164.062,304000,4,2002-06-25,61.0
JUVENILE,Juve The Great,Slow Motion,6ihObRBTB8xdSH2mlERtOX,0.713,0.734,0,-4.894,0,0.325,0,0.0687,0.89,172.872,248200,4,2003-01-01,64.0
Dem Franchize Boyz,On Top Of Our Game,"Lean Wit It, Rock Wit It",7cVmKBwzPsh4Fmb6SplfEm,0.886,0.62,5,-5.854,1,0.307,0,0.1,0.6,76.035,229813,4,2006-01-01,60.0
Murphy Lee,Murphy's Law,Wat Da Hook Gon Be - Dirty,6njG8EYG1lrROn8P6q46eq,0.927,0.596,10,-7.058,0,0.301,0,0.283,0.914,94.997,224667,4,2003-01-01,49.0
Trick Daddy,THUGS ARE US,I'm a Thug,6j2aNuhJJUnRj6UHcvn5PI,0.933,0.562,11,-5.963,1,0.122,0,0.102,0.587,139.981,254400,4,2001-03-20,57.0
Trillville,Neva Eva,Neva Eva (feat. Lil Scrappy & Lil Jon),6QwwsJC57SitPcWuyEpuwd,0.777,0.81,7,-4.968,1,0.0462,0,0.0861,0.787,78.021,276320,4,2003-09-02,47.0
Crime Mob,Hated On Mostly,Rock Yo Hips,76dZuMVXjIyLPRLv00skGd,0.847,0.667,6,-5.7,1,0.17,0,0.443,0.707,77.492,226547,4,2007-01-08,55.0
Lil' Flip,Undaground Legend (Explicit),The Way We Ball,5FEBritagmW6iAy5wL5uXg,0.594,0.635,4,-4.259,0,0.47,0,0.454,0.552,75.035,283733,4,2002-08-27,44.0
Huey,Notebook Paper,"Pop, Lock & Drop It (feat. Bow Wow & T-Pain) - Remix",6nbRXoZJAWlHtnWcPAY9Or,0.802,0.689,0,-6.264,1,0.343,0,0.415,0.838,144.096,269973,4,2006,46.0
Bubba Sparxxx,Ms. New Booty,Ms. New Booty,0k6HUzaRHpQ3eEWr1C7Esh,0.64,0.62,1,-5.931,1,0.416,0,0.0831,0.609,129.37,252653,5,2005-01-01,62.0
Hurricane Chris,A Bay Bay,A Bay Bay,6MnFB3qurhmGs1xdjrz5Bg,0.577,0.668,6,-4.884,1,0.514,0,0.0924,0.702,60.709,257120,3,2007-06-19,53.0
Huey,"Pop, Lock & Drop It","Pop, Lock & Drop It",19UUPNx5jccGgQ2GCIZkww,0.745,0.568,0,-8.332,1,0.164,0,0.159,0.494,144.142,263240,4,2006-09-19,51.0
Ludacris,Back For The First Time,What's Your Fantasy (Featuring Shawna),4LwOrnuxJwR7C5Sw4liY4Z,0.915,0.79,6,-3.186,0,0.207,0,0.112,0.967,140.095,275907,4,2000-01-01,63.0
Petey Pablo,Freek-A-Leek (feat. Twista & Jermaine Dupri) [Remix (Main Version)],Freek-A-Leek (feat. Twista & Jermaine Dupri) - Remix (Main Version),7b2KXmdLXNvTtty4qDdvyC,0.812,0.661,2,-4.488,1,0.13,0,0.133,0.325,105.03,245707,4,2004-06-28,44.0
Ying Yang Twins,United States Of Atlanta,Wait (The Whisper Song),5Y78yINSOCW6xbOfGWNBg4,0.933,0.513,7,-13.203,1,0.347,0.00248,0.107,0.595,102.017,179160,4,2005-06-28,59.0
Lil' Kim,La Bella Mafia,Magic Stick,0aULRU35N9kTj6O1xMULRR,0.849,0.499,2,-7.872,1,0.271,4.97e-05,0.268,0.504,92.982,359973,4,2003-03-03,56.0
Chief Keef,"Bang 3, Pt. 2",Racist,6W7aJrXJr4hnz8Sp6CAmmn,0.659,0.649,1,-9.59,0,0.12,0,0.0916,0.584,140.042,257143,4,2015-09-18,28.0
Pouya,1000 Rounds,1000 Rounds,5o7ZDvfOry1MNhNLBOJulo,0.825,0.761,8,-5.389,1,0.104,0.00359,0.334,0.161,149.97,163371,4,2017-03-20,71.0
Lil Loaded,6locc 6a6y (feat. NLE Choppa) [Remix],6locc 6a6y (feat. NLE Choppa) - Remix,60eZwR3BMCP2yVkUBsD69O,0.862,0.673,5,-9.111,1,0.3,0,0.101,0.801,125.101,176584,4,2020-06-19,65.0
$uicideBoy$,High Tide In The Snake's Nest,$outh $ide $uicide,4VsMart0lkjUtyQnmxloK6,0.797,0.516,1,-6.286,1,0.0831,0.431,0.0728,0.0477,109.997,169320,4,2015-06-15,71.0
Tyga,MAMACITA,MAMACITA,51wFQM8W0YfXTmHusXUr5i,0.786,0.733,6,-4.961,0,0.127,0,0.143,0.358,101.046,202653,4,2019-10-25,65.0
Moneybagg Yo,Time Served,All Dat (with Megan Thee Stallion),2eukAOMjUM4pxnOdIsUia9,0.792,0.772,2,-3.904,1,0.27,0,0.237,0.414,120.047,143958,5,2020-01-10,65.0
Quay Dash,Transphobic,Decline Him,5DvS0igUFPJ4OBgVEl9kUh,0.873,0.527,0,-8.503,1,0.314,4.45e-05,0.0821,0.492,76.508,213333,4,2017-07-07,0.0
Lil Peep,"Come Over When You're Sober, Pt. 1",Benz Truck (гелик),3kBD2xHIqKWXjLAGidDTSz,0.602,0.762,2,-6.149,0,0.0347,0.00819,0.121,0.112,92.02,159987,4,2017-08-15,77.0
Phora,With Love,Like Me,6YyPm5Vp8dHSbdolzfC3QV,0.744,0.435,8,-9.013,0,0.246,5.14e-05,0.112,0.159,97.998,291560,4,2016-10-11,48.0
Renizance,Contagious,Contagious,660rQkMXfBpHVsSPvNUcN4,0.646,0.889,9,-4.733,1,0.111,0,0.14,0.593,177.999,175829,4,2020-07-30,18.0
Tay-K,#SantanaWorld (+),Megaman,6ikgPqC9vhkduTdIpsqYdj,0.744,0.314,8,-8.871,1,0.0864,0,0.134,0.0438,134.388,133000,4,2017-12-14,59.0
Sheck Wes,MUDBOY,Live Sheck Wes,1dhO5lyN2Otv4qR0xWQXH7,0.781,0.617,0,-7.82,1,0.252,0.0467,0.158,0.506,139.973,147347,4,2018-10-05,60.0
Tech N9ne,Everready,Caribou Lou,0I0wn4G67txQwENcmRH3d6,0.784,0.815,1,-2.703,1,0.298,0,0.0758,0.559,178.119,271813,4,2006,64.0
"Tyler, The Creator",Wolf,Domo23,75kiQfmmuQwgquZ9RLSvuA,0.726,0.565,1,-5.564,0,0.363,0,0.262,0.597,133.036,158760,4,2013-04-01,59.0
Migos,Culture,Slippery (feat. Gucci Mane),6p8NuHm8uCGnn2Dtbtf7zE,0.92,0.674,1,-5.662,0,0.264,0,0.104,0.741,141.967,304041,4,2017-01-27,72.0
Kodak Black,Painting Pictures,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,0.497,0.489,11,-7.724,0,0.294,9.91e-05,0.122,0.231,171.853,268187,4,2017-03-31,74.0
K. Forest,Link,Link,1w4g0kJ2zKdAmm9m5eGq99,0.866,0.566,0,-6.549,1,0.0809,2.16e-06,0.106,0.486,145.96,203912,4,2016-09-15,25.0
Pop Smoke,Shoot For The Stars Aim For The Moon,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,0.688,0.647,2,-7.258,1,0.19,1.65e-05,0.095,0.195,88.834,164580,4,2020-07-03,84.0
SahBabii,Squidtastic,Sunny Days (feat. T3),0JS9sWdEGk729ILCGCsDyM,0.819,0.648,3,-6.773,1,0.141,9.69e-06,0.0713,0.455,155.033,174775,4,2018-08-29,47.0
Desiigner,New English,Panda,5YEOzOojehCqxGQCcQiyR4,0.576,0.766,10,-4.943,0,0.449,1.68e-06,0.366,0.236,144.833,246761,4,2016-06-26,74.0
Mulatto,B*tch From Da Souf (Remix),B*tch From Da Souf (Remix),2zUbimuKNWDMCwbqNauLWV,0.834,0.531,1,-5.708,1,0.36,0,0.136,0.415,150.126,224119,4,2019-12-04,66.0
Lil Peep,Beamer Boy,Beamer Boy,7hf89cT5FEmLV5E9fjrjG7,0.743,0.732,8,-4.511,1,0.104,1.77e-05,0.227,0.339,123.994,203373,4,2017-06-08,80.0
MadeinTYO,Uber Everywhere,Uber Everywhere,7zBPzAjKAqQpcv8F8GCq5s,0.779,0.455,1,-15.025,1,0.28,0,0.177,0.197,140.181,153429,4,2016-02-26,61.0
Crime Mob,Crime Mob (U.S. PA Version),Stilettos (Pumps),1bWFvGIN7b5cTps09X6tZ8,0.874,0.678,11,-5.718,0,0.386,6.72e-05,0.0842,0.751,77.502,202560,4,2004-07-13,41.0
Kanye West,Graduation,Good Life,1fLdeDTrJWNkwOeFyAVLvF,0.435,0.802,1,-6.871,1,0.324,0,0.467,0.454,84.267,207000,4,2007-09-11,0.0
Lil Jon & The East Side Boyz,Kings Of Crunk,Get Low,0r2Bul2NuCViraT2zX1l5j,0.521,0.625,1,-7.47,1,0.067,0,0.121,0.136,101.019,334067,4,2002-10-29,70.0
Flo Rida,Mail on Sunday,Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,0.918,0.609,10,-5.64,0,0.0791,0,0.139,0.304,128.008,231400,4,2008-03-17,80.0
Usher,Confessions (Expanded Edition),Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,0.894,0.791,2,-4.699,1,0.112,0,0.0388,0.583,105.018,250373,4,2004-03-23,82.0
Usher,SexBeat,SexBeat,6u7nfDFpwoDhtnXv9eRI5C,0.566,0.827,0,-4.895,0,0.0799,0,0.173,0.106,119.795,285670,4,2020-04-10,53.0
T-Pain,T-Pain Presents Happy Hour: The Greatest Hits,Up Down (Do This All Day) (feat. B.o.B),6lbhWl34Il0WXm5pX1fM9E,0.777,0.497,5,-6.846,0,0.056,0,0.295,0.465,96.994,231093,4,2014,53.0
Ying Yang Twins,Me & My Brother,Salt Shaker,4Kd0FzFpOgIGxlBl4HXuFn,0.884,0.697,11,-6.022,1,0.128,0,0.094,0.322,101.965,252440,4,2003-09-16,61.0
T-Pain,T-Pain Presents Happy Hour: The Greatest Hits,Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),6QgkOxBXqVRjZ1JcIDbDYY,0.786,0.689,1,-6.113,1,0.315,1.14e-06,0.214,0.874,157.935,235307,4,2014,54.0
DJ Khaled,We The Best,I'm So Hood,2Ks9TtFe2AD6kK2GX211Ie,0.711,0.885,9,-3.178,0,0.0804,0,0.247,0.514,130.954,255400,4,2007-06-12,11.0
Lil Jon & The East Side Boyz,Kings Of Crunk,Throw It Up,7MSwclTvW6KLLkTbmw9FUQ,0.698,0.602,3,-3.183,1,0.0889,0,0.32,0.138,145.941,372973,4,2002-10-29,51.0
Lil Wayne,Tha Carter III,Got Money,46lIt6GmL0VkkbuUyGDbCs,0.694,0.661,7,-4.847,1,0.118,0,0.676,0.702,82.48,244627,4,2008-06-10,59.0
Youngbloodz,Drankin' Patnaz,Damn! - Club Mix,5TpaWJKnuyA4MjzAbFXSTQ,0.772,0.724,6,-5.799,0,0.307,0,0.355,0.518,84.038,298600,4,2003-07-25,54.0
DJ Khaled,We Global,Go Hard,6stxKQ2M28z3YYHxVnyTVv,0.64,0.883,5,-4.011,0,0.0497,0,0.488,0.379,130.005,272093,4,2008-09-16,8.0
Pitbull,Planet Pit (Deluxe Version),Hey Baby (Drop It to the Floor) (feat. T-Pain),3rfhI32Il2hVRKDkuGeeen,0.595,0.913,10,-3.428,0,0.0884,0,0.259,0.762,128.021,234453,4,2011-06-17,67.0
Pitbull,The Boatlift,The Anthem,2cZ5ACJfBj2uAXARdHpjAW,0.793,0.781,10,-4.277,0,0.186,1.68e-06,0.0846,0.883,123.996,245055,4,2007-11-27,51.0
T-Pain,T-Pain Presents Happy Hour: The Greatest Hits,5 O'Clock (feat. Lily Allen & Wiz Khalifa),55mmAPgKnlhsU6QgCHVutw,0.395,0.845,7,-3.763,0,0.354,0,0.115,0.391,167.334,280307,4,2014,35.0
Lil Jon & The East Side Boyz,Kings Of Crunk,I Don't Give A...,6uWliNGZEZKGMPwSwccdjG,0.785,0.824,6,-3.808,1,0.317,0,0.0859,0.73,160.05,269307,4,2002-10-29,47.0
Rick Ross,Trilla,The Boss,3n5qF6aprwEIjHWuH5jECM,0.423,0.842,7,-4.072,1,0.357,0,0.309,0.611,83.59,225653,4,2008-01-01,54.0
Trick Daddy,Thug Matrimony: Married to the Streets,Let's Go (feat. Big D & Twista),1fLibtVj3MrNTwRZq5yUOs,0.748,0.767,11,-7.806,0,0.172,0,0.334,0.519,133.929,222200,4,2004-10-26,66.0
Petey Pablo,Still Writing In My Diary: 2nd Entry,Freek-A-Leek,4MeDnO5yA2Zi6IMlVApRci,0.756,0.691,2,-3.718,1,0.178,0,0.364,0.632,104.999,235187,4,2004,64.0
Chris Brown,Exclusive (Expanded Edition),Kiss Kiss,3wKKkGVn7cVSfgPeYYIiXG,0.729,0.658,10,-3.386,0,0.225,0,0.0693,0.551,140.043,250667,3,2007-11-06,69.0
Ciara,Goodies,Goodies (feat. Petey Pablo),3dFwpxh2yH7C7p9BGEKLVB,0.826,0.647,5,-6.306,0,0.0491,1.52e-06,0.298,0.872,102.017,223000,4,2004-09-27,67.0
T-Pain,THR33 RINGZ,Can't Believe It (feat. Lil' Wayne),3xQCXDHNJXSVxECjTJCHFu,0.648,0.516,10,-8.869,0,0.049,0,0.0772,0.0756,89.828,273827,4,2008-11-11,58.0
Various Artists,The Crunk Recordings: Hits From The Pioneers And Players Of Crunk,Some Cut (feat. Cutty),71mDjdeVK9sqXmamMHaAfX,0.901,0.512,1,-6.468,1,0.37,0,0.0979,0.638,85.012,283387,4,2009-08-21,52.0
Fat Joe,All Or Nothing,"Lean Back (feat. Lil Jon, Eminem, Mase & Remy Martin) - Remix",2uiEqPjMmIJXOKplzsEASP,0.635,0.751,1,-5.055,0,0.357,0,0.0951,0.591,126.806,289739,5,2005-06-14,62.0
R. Kelly,I'm a Flirt Remix,I'm a Flirt Remix,1qKEApj9DTrcXikqeo7S0k,0.837,0.578,8,-4.696,0,0.0965,0,0.0455,0.922,138.043,332800,4,2007-03-02,0.0
Various Artists,"Reggaeton! (18 Latin Hits, The Very Best of Reggaeton, Dembow, Urban)","Gasolina (with Pitbull, Lil Jon, Noriega, Dj Buddha) - Dj Buddha Remix",2TXMsGsDbTBPTqwCoKzMl7,0.714,0.818,6,-7.524,1,0.189,0,0.122,0.637,96.021,283040,4,2005-09-09,50.0
T-Pain,T-Pain Presents Happy Hour: The Greatest Hits,Blame It (feat. T-Pain) - Club Mix,24dgtcXzkTGKWbIeBxWKhl,0.675,0.614,11,-5.466,0,0.0919,0,0.0741,0.38,176.108,288960,4,2014,37.0
LMFAO,Party Rock,Shots,1V4jC0vJ5525lEF1bFgPX2,0.825,0.856,1,-1.912,1,0.0476,1.4e-06,0.127,0.207,128.016,222133,4,2009-01-01,67.0
T-Pain,Epiphany,Bartender,5kxddRG1RZaZROadk7iC4D,0.675,0.394,8,-8.539,1,0.133,0,0.214,0.405,104.987,238800,4,2007-06-05,69.0
